	Kategorie	Nummer	Bezeichnung Kategorie	Anmerkungen	Zuordnung unsicher		mehrdeutig		diskutieren!		Kontext (SteA-Text)
ospf											Kenttnisse in Linux und OSPF
osplus											Erfahrung im Umgang mit OSPlus Kredit wäre ideal
overlocker											Sie warten und reparieren Nähmaschinen, Overlocker und Stickmaschinen, insbesondere betreuen Sie Mehrnadel-Sticksysteme mit den entsprechenden Softwareprodukten.
owb											Oracle DB 10/11g, SQL, PL/SQL und OWB
p-spice											Sie setzen Hard- & Softwareentwicklungen zielführend mit entsprechenden Werkzeugen (Orcad, P-Spice, C, C++, Assembler oder ähnliches) um.
packedg											DeskPack, ArtPro und Packedge Kenntnisse von Vorteil
pads											Beherrschung eines PCB Layout System (PROTEL, PADS)
pak											Kenntnisse im Umgang mit Schwingungsmesssystemen (PAK, Lasermesssysteme und Sensorik)
pasten-aoi											Bedienung und Einrichtung von Maschinen (Schablonendrucker, Pasten-AOI, Bestückungs-
pim											Alleinstellungsmerkmal ist die zentrale Darstellung aller Informationen, welche im Bereich Office, PIM und Mobile genutzt werden.
pipecad											Wir arbeiten in der Blechverarbeitung mit den Programmen HiCAD und PIPECAD.
pit-cad											Kenntnisse zu pit-CAD und pit-cup Programmen
pit-cup											Kenntnisse in mindestens einem branchenspezifischen CAD-Programm (Pit-Cup, C.A.T.S oder Micro Station Tricad) sivon  Kenntnisse in mindestens einem branchenspezifischen CAD-Programm (Pit-Cup, C.A.T.S oder Micro Station Tricad) sivon
pl/1											Sie bringen entweder sehr gute Kenntnisse in PL/1 und/oder Java mit.
pneumatikanlage											...einschlägige Erfahrungen im Umgang, dem Aufbau oder der Umrüstung von Hydraulik- und Pneumatikanlagen haben¿
polywork											Kenntnisse in Photogrammetrie, PolyWorks o.Ä.  Kenntnisse in Photogrammetrie, PolyWorks o.Ä.
ppay											MS-Office und Ppay
ppf											Fundiertes Fachwissen zu QM-Methoden der Automobilindustrie (insbesondere 8D-Methode, FMEA, QVP, Audits, ISO TS 16949, PPAP bzw. PPF)
ppssystem											Sicherer Umgang mit MS Office und PPSSystemen (Bspw.
prince2.											Idealerweise verfügen Sie über Kenntnisse in der Anwendung der Standardmethoden ITIL und PRINCE2.
prismus											Zu diesen Bauteilen zählen Linsen, Prismen, Spiegel und Filter.
probegla											Kenntnisse im Umgang mit Probeglas und Interferometer
procon											Idealerweise Kenntnisse in Visualisierungssystemen, wie z. B. WinCC und Procon Win  Erstellung von intelligenten Antriebskonzepten, Hardwareplänen und der Bedienerführung auf Basis von WinCC und Procon Win
project-anwendung											Sie sind sicher im Umgang mit MS Office- und Project-Anwendungen ¿ darüber hinaus wären
promos											eigenverantwortliche Durchführung und Implementierung von SAP® und PROMOS Softwareprodukten im Bereich RE-FX
proplan											fundierte Kenntnisse im CAD-Bereich vorzugsweise mit AutoCAD und ProPlan
prostahl											kenntnisse der Programme AutoCAD und ProStahl
prt											Erfahrung in den Bereichen CT und PRT sind wünschenswert, da Sie insbesondere in diesen Arbeitsbereichen eingesetzt werden.
prüfstraß											* eigenverantwortlicher und selbständiger Auf- und Einbau sowie Wartung & Abnahme von Hebebühnen, Bosch-Bremsprüfständen und Prüfstraßen
prüftool											Kenntnisse in CAN / LIN / Flexray und Prüftools (Vector)
puppet											Nagios, Puppet und Shellscripts
pv-sol											Erfahrung im Umgang mit CAD- und Simulationsprogrammen (AutoCAD, PVsyst, PV-Sol etc.)
pvsyst											Erfahrung im Umgang mit CAD- und Simulationsprogrammen (AutoCAD, PVsyst, PV-Sol etc.)
q-system											Erfahrung mit Q-System und SPS
qad											Annahme, Überprüfung und Bearbeitung von schriftlichen und telefonischen Aufträgen mittels AS 400 und QAD
qda.											Sie haben Kenntnisse im Bereich Koordinatenmesstechnik und folgenden Programmen Calypso, GOM CAD, Calygo, Holos und QDA.
qlikview											Mit marktführenden Technologien von SAP und QlikView gestalten wir anspruchsvolle Controlling- und Planungslösungen im Vertrieb, Produktion, Einkauf, Qualität, Finanzen/Controlling und HR.  Mit marktführenden Technologien von SAP und QlikView gestalten wir anspruchsvolle Controlling- und Planungslösungen im Vertrieb, Produktion, Einkauf, Qualität, Finanzen/Controlling und HR.  Mit marktführenden Technologien von SAP und QlikView gestalten wir anspruchsvolle Controlling- und Planungslösungen im Vertrieb, Produktion, Einkauf, Qualität, Finanzen/Controlling und HR.
qms											fundierte Kenntnisse in der Anwendung Qualitätsmanagementsystemen (HACCP, QMS, IFS)
qrqc											Erfahrungen mit den Qualitätstools FMEA, SPC, QVP und QRQC
qt4											Kenntnisse in XML, Qt4, Agilent VEE, Matlab sowie im Umgang mit SVN, doxygen,
qualitätsmanagementmethoden/-werkzeug											Mehrjährige Erfahrungen in Qualitätsmanagementmethoden/-werkzeugen, Qualitätsprüfung, Qualitätssicherung, Prozessmanagement
qvp											Erfahrungen mit den Qualitätstools FMEA, SPC, QVP und QRQC
qxp											Kenntnisse im Umgang mit QXP, Photoshop, Illustrator und Englischkenntnisse sind wünschenswert
ratio plus											Kenntnisse im Umgang mit dem Programmen MS-Office, CATIA/ENOVIA und Ratio Plus
raumfahrzeug				Räumfahrzeug oder im Zusammenhang mit Luft und Raumfahrt							Dabei sind die Aufgabengebiete breit gefächert und reichen von der Planung, Entwicklung, Konstruktion und Erprobung von Flugzeugen, Hubschraubern und Raumfahrzeugen bis hin zur Optimierung von deren Bauteilen.  Entwicklung von Konzepten für optische Navigationssysteme von Raumfahrzeugen
raumfahrzeuge				so							Promotion im Bereich der Bahn- und Lageregelung von Raumfahrzeugen, Regelungstechnik oder Robotik
release											CAD-Erfahrung im CAD-System Autocad ( Release 2009 - 2011)
remedy											Perform data look up as well as data entry in various HR administration systems (Remedy, PeopleSoft, SAP, etc.)
											NA
											NA
ssp-modul											Gute Kenntnisse im SSP-Modul MM (Materialwirtschaft)
